iter	Logloss
218	0.003480733066
219	0.003480719754
220	0.003480719754
221	0.003480722343
222	0.003480717905
223	0.003480717905
224	0.00348072678
225	0.0034807094
226	0.003480716426
227	0.003480704963
228	0.003480706812
229	0.003480717905
230	0.003480698676
231	0.00346354214
232	0.003463532526
233	0.003463503313
234	0.003463527349
235	0.003463527349
236	0.003463519583
237	0.003463517734
238	0.003463501833
239	0.003463501833
240	0.003463503682
241	0.003463495917
242	0.003463495917
243	0.003463533265
244	0.003463519953
245	0.003463499985
246	0.003463514036
247	0.00346349111
248	0.003463493698
249	0.003463484454
250	0.003463457459
251	0.003463483714
252	0.003463462266
253	0.003463457829
254	0.003463457829
255	0.003463468183
256	0.003463462266
257	0.003463462266
258	0.003463464485
259	0.003463445256
260	0.003463464485
261	0.003463461157
262	0.003463459678
263	0.003463463746
264	0.00346345635
265	0.003463436382
266	0.00346345672
267	0.003463450064
268	0.003463446736
269	0.003463448215
270	0.003463444147
271	0.00346345598
272	0.00346345635
273	0.003463446736
274	0.003463462266
275	0.003463437121
276	0.003463427507
277	0.003463424548
278	0.003463443038
279	0.003463410497
280	0.003463430835
281	0.003463413455
282	0.003463413455
283	0.003463413455
284	0.003463417523
285	0.003463430465
286	0.003463431205
287	0.003463409017
288	0.003463423809
289	0.003463418632
290	0.003463389049
291	0.003463425288
292	0.003463422699
293	0.003463418632
294	0.003463412715
295	0.003463412715
296	0.003463412715
297	0.003463417153
298	0.003463417153
299	0.003463417153
300	0.003463408648
301	0.003463408648
302	0.003463408648
303	0.003463378695
304	0.003463395705
305	0.003463390528
306	0.003463390528
307	0.003463397924
308	0.003463417523
309	0.003463417523
310	0.003463397924
311	0.00346340532
312	0.00346340532
313	0.003463397924
314	0.003463382393
315	0.003463386461
316	0.003463397184
317	0.003463399403
318	0.003463408648
319	0.003463400143
320	0.003463410866
321	0.003463403101
322	0.003463396445
323	0.003463383133
324	0.003463385721
325	0.003463398294
326	0.003463396075
327	0.003463385351
328	0.003463392007
329	0.003463392007
330	0.003463413455
331	0.003463399403
332	0.003463406059
333	0.003463406059
334	0.003463401992
335	0.003463395705
336	0.00346338757
337	0.003463406799
338	0.00346340458
339	0.003463390528
340	0.003463399403
341	0.003463409757
342	0.003463409757
343	0.003463378695
344	0.003463383133
345	0.003463384612
346	0.003463397184
347	0.003463399403
348	0.003463385351
349	0.003463392007
350	0.003463391268
351	0.003463382393
352	0.003463401622
353	0.003463378695
354	0.003463383502
355	0.003463394966
356	0.003463394966
357	0.003463400143
358	0.003463397184
359	0.003463385351
360	0.003463402361
361	0.00346338757
362	0.003463392377
363	0.003463400882
364	0.003463390528
365	0.003463382393
366	0.003463379065
367	0.003463378695
368	0.003463367602
369	0.003463376107
370	0.003463366862
371	0.003463373148
372	0.003463366122
373	0.003463365383
374	0.003463381653
375	0.003463391268
376	0.003463362425
377	0.00346337056
378	0.003463355768
379	0.003463360576
380	0.003463372779
381	0.003463349482
382	0.003463357987
383	0.003463384242
384	0.003463365383
385	0.003463371299
386	0.003463358727
387	0.003463368341
388	0.003463368341
389	0.003463372039
390	0.003463380174
391	0.003463381653
392	0.003463374258
393	0.003463359836
394	0.003463346154
395	0.003463361685
396	0.003463352071
397	0.003463359097
398	0.003463357987
399	0.00346337056
400	0.003463364643
401	0.003463359466
402	0.003463360576
403	0.003463365753
404	0.003463343566
405	0.003463356508
406	0.003463366492
407	0.003463342456
408	0.003463321009
409	0.003463352071
410	0.003463355399
411	0.003463359466
412	0.003463373518
413	0.003463344675
414	0.003463360576
415	0.003463333581
416	0.003463326925
417	0.003463327665
418	0.003463330623
419	0.003463326925
420	0.003463309545
421	0.003463342826
422	0.003463326186
423	0.003463333581
424	0.003463329884
425	0.003463328404
426	0.003463315832
427	0.00346331805
428	0.003463315092
429	0.0034633358
430	0.003463330253
431	0.003463346524
432	0.003463309176
433	0.00346331842
434	0.003463321009
435	0.00346331879
436	0.003463336909
437	0.003463332102
438	0.003463306957
439	0.00346331879
440	0.003463316571
441	0.003463320269
442	0.003463304738
443	0.003463299191
444	0.003463331363
445	0.00346333506
446	0.003463334321
447	0.003463326555
448	0.003463333212
449	0.003463332102
450	0.003463302519
451	0.003463319899
452	0.003463303999
453	0.003463309176
454	0.003463323967
455	0.003463312873
456	0.003463302519
457	0.003463312873
458	0.003463320269
459	0.003463331363
460	0.003463310655
461	0.00346331953
462	0.003463316201
463	0.003463316201
464	0.003463316201
465	0.003463316201
466	0.003463316201
467	0.003463316201
468	0.003463316201
469	0.003463316201
470	0.003463316201
471	0.003463316201
472	0.003463316201
473	0.003463316201
474	0.003463316201
475	0.003463316201
476	0.003463316201
477	0.003463316201
478	0.003463316201
479	0.003463316201
480	0.003463316201
481	0.003463316201
482	0.003463316201
483	0.003463316201
484	0.003463316201
485	0.003463316201
486	0.003463316201
487	0.003463316201
488	0.003463316201
489	0.003463316201
490	0.003463316201
491	0.003463316201
492	0.003463316201
493	0.003463316201
494	0.003463316201
495	0.003463316201
496	0.003463316201
497	0.003463316201
498	0.003463316201
499	0.003463316201
